matter_category,practice_area,ip_matter_flag,ip_matter_type,ip_tech_domain,draft_complexity_tier,expected_claim_count,has_drawings,expected_oa_count,examiner_difficulty_score,rce_risk_flag,experts_required,num_depositions_expected,early_settlement_probability,fto_patent_count,fto_scope_complexity,gen_complexity,gen_duration_days,phase_pleadings,phase_markman,phase_discovery,phase_summary_judgment,phase_trial,complexity_score,duration_days,client_type,client_industry,client_size_revenue,competitive_position,competitor_avg_quote,complexity_urgency,team_effort,team_size,years_as_client,previous_matters,client_satisfaction,total_hours,estimated_cost,fee_structure,is_subscription_model,is_phase_based_model,has_success_fee_component,target_fee,realized_margin_pct,win_probability,won_matter_flag
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Medium,16,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5.4,45,Existing - Non-Strategic,Other,28.25,0.34,14738,2,1,6,5,36,6,38.7,10046,Tiered (Simple/Medium/Complex),0,0,0,16598,73.7,0.443,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,610,0,0,0,0,0,4,610,Existing - Non-Strategic,Manufacturing,30.82,-1.37,23556,7,10,10,8,18,2,57.7,11339,Hourly,0,0,0,20958,77.2,0.453,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,3,5,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,New,Manufacturing,23.2,1.43,35089,1,10,3,6,27,3,43.2,8451,Fixed Fee per OA,0,0,0,18750,115.5,0.833,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,577,0,0,0,0,0,4,577,New,Finance,61.75,0.23,24667,10,2,9,10,14,6,140.8,41842,Success-Based,0,0,1,65607,57.6,0.038,0
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Medium,40,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,45,Existing - Non-Strategic,Tech,15.51,1.81,20183,3,2,2,2,46,9,32.6,7048,Tiered (Simple/Medium/Complex),0,0,0,14644,100.8,0.865,1
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Medium,20,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.5,45,New,Finance,76.09,0.33,17652,6,7,1,2,36,5,47.9,9539,Tiered (Simple/Medium/Complex),0,0,0,17586,87.1,0.519,1
IP,IP - Prosecution,1,Prosecution,Semiconductors,,0,0,2,7,0,0,0,0,0,,0,0,0,0,0,0,0,9.5,365,New,Tech,7.37,-1.42,31279,6,6,3,7,6,8,87.3,15598,Hourly,0,0,0,19841,23.2,0.739,1
IP,IP - Patent Drafting,1,Patent Drafting,Pharma,Simple,19,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.475,30,New,Finance,67.49,-1.01,13331,1,10,10,10,20,1,52.6,12897,Fixed Fee per Application,0,0,0,20034,61.8,0.051,0
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,2,2,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Manufacturing,19.54,1.98,35596,9,10,11,3,12,8,292.4,64202,Blended Rate,0,0,0,142511,124,0.159,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,433,0,0,0,0,0,2,433,New,Energy,23.19,0.03,22972,10,1,1,8,18,7,28.7,6054,Success-Based,0,0,1,9856,62.2,0.889,1
IP,IP - Prosecution,1,Prosecution,Other,,0,0,4,8,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Strategic,Tech,145.3,-1.14,33324,2,9,3,6,44,1,73.5,12250,Hourly,0,0,0,21184,72,0.612,0
IP,IP - Prosecution,1,Prosecution,Other,,0,0,3,8,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Strategic,Finance,28.42,2,33846,1,5,4,4,5,9,47.6,12718,Fixed Fee per OA,0,0,0,29892,135.3,0.767,1
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Simple,32,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3.8,30,New,Life Sciences,13.46,-1.54,14358,9,1,10,8,20,1,23.4,6170,Subscription (X applications/year),1,0,0,11514,87.1,0.487,1
IP,IP - Litigation,1,Litigation,Other,,0,0,0,0,0,0,0,0.4,0,,0,0,1,1,0,1,1,10,730,New,Finance,6.54,-1.93,40787,6,1,6,6,18,7,428.8,81180,Phase-Based Caps,0,1,0,148172,84.9,0.01,0
IP,IP - Litigation,1,Litigation,Other,,0,0,0,0,0,0,0,0.41,0,,0,0,1,1,0,1,1,10,730,Existing - Strategic,Manufacturing,195.52,0.9,39637,4,6,6,0,25,3,567.7,159094,Phase-Based Caps,0,1,0,369435,128.4,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,675,0,0,0,0,0,8,675,New,Tech,19.32,1.29,35448,9,9,11,5,26,2,10,1639,Fixed Fee,0,0,0,2713,63.8,0.946,1
IP,IP - FTO,1,FTO,Semiconductors,,0,0,0,0,0,0,0,0,27,Moderate,0,0,0,0,0,0,0,7.27,30,New,Tech,99.96,-1.5,25495,4,8,5,4,31,5,57.5,9648,Risk-Based (Emerging),0,0,1,14206,58.8,0.716,1
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,8.2,540,Existing - Non-Strategic,Manufacturing,4.97,0.37,32421,2,3,6,8,47,3,511.6,123852,Phase-Based,0,1,0,261895,104.1,0.01,0
IP,IP - PTAB,1,PTAB,Pharma,,0,0,0,0,0,3,6,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Other,22.06,0.61,35929,2,6,2,10,16,8,448.8,91722,Fixed Fee – Petition Only,0,0,0,201008,116.4,0.091,0
IP,IP - Patent Drafting,1,Patent Drafting,Other,Complex,31,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.775,60,New,Life Sciences,44.59,0.49,24125,4,7,6,6,43,9,85.4,22876,Hourly,0,0,0,47009,105.8,0.159,0
IP,IP - Prosecution,1,Prosecution,Other,,0,0,0,6,1,0,0,0,0,,0,0,0,0,0,0,0,8,365,Existing - Strategic,Manufacturing,46.77,-1.62,26691,6,6,1,5,36,6,15.7,3818,Hourly,0,0,0,7016,80.2,0.84,1
IP,IP - Litigation,1,Litigation,AI,,0,0,0,0,0,0,0,0.44,0,,0,0,0,1,0,0,1,8,730,New,Tech,11.17,0.93,34131,1,7,7,6,30,9,536.1,80835,Collar (Risk-Sharing),0,0,1,138949,68.6,0.127,0
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Simple,7,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.175,30,New,Energy,5.81,1.61,13803,4,2,6,1,15,7,24,4146,Fixed Fee per Application,0,0,0,8000,95,0.9,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,405,0,0,0,0,0,2,405,New,Finance,38.76,0.09,15313,8,3,8,6,28,8,70.9,17455,Fixed Fee,0,0,0,27565,59.3,0.148,0
IP,IP - FTO,1,FTO,Biotech,,0,0,0,0,0,0,0,0,26,Narrow,0,0,0,0,0,0,0,5.26,30,New,Manufacturing,17.45,1.14,15796,10,2,1,8,15,4,34.5,7405,Risk-Based (Emerging),0,0,1,14119,80.2,0.616,1
IP,IP - PTAB,1,PTAB,MedTech,,0,0,0,0,0,1,7,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Other,21.7,1.57,34592,5,2,6,5,49,7,347,92919,Phase-Based,0,1,0,213062,134.6,0.119,0
IP,IP - Prosecution,1,Prosecution,AI,,0,0,3,4,0,0,0,0,0,,0,0,0,0,0,0,0,9,365,Existing - Non-Strategic,Manufacturing,9.45,0.9,33896,5,1,8,0,15,5,60.3,10022,OA + Attorney Consult (Fixed),0,0,0,17200,78.5,0.859,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,84,0,0,0,0,0,4,84,Existing - Non-Strategic,Tech,83.53,0.17,12149,7,7,7,9,36,2,45.1,7671,Phase-Based,0,1,0,13561,69.4,0.362,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,291,0,0,0,0,0,4,291,New,Manufacturing,7.99,1.42,19769,2,7,11,5,26,1,107.1,21463,Phase-Based,0,1,0,48007,128.3,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,434,0,0,0,0,0,3,434,Existing - Non-Strategic,Other,15.21,0.59,20497,1,3,9,8,15,1,148.1,28869,Fixed Fee,0,0,0,56157,93.2,0.01,0
IP,IP - Litigation,1,Litigation,MedTech,,0,0,0,0,0,0,0,0.47,0,,0,0,0,1,1,1,0,9,730,New,Tech,20.84,0.49,39791,4,5,9,1,39,4,342,64868,Success Bonus Structure,0,0,1,126526,98.8,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,7,444,0,0,0,0,0,7,444,New,Energy,37.36,-1.66,27217,6,9,6,1,50,8,84.7,17730,Fixed Fee,0,0,0,28193,53.9,0.45,1
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Medium,21,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.525,45,Existing - Strategic,Manufacturing,10.65,0.3,21811,9,3,11,1,41,8,66.2,11790,Subscription (X applications/year),1,0,0,22220,91.3,0.561,0
IP,IP - PTAB,1,PTAB,AI,,0,0,0,0,0,3,5,0,0,,0,0,0,0,0,0,0,10,540,New,Energy,19.87,1.02,33040,1,2,6,6,26,9,244.7,53304,Fixed Fee – Petition Only,0,0,0,110207,115.1,0.132,0
IP,IP - Litigation,1,Litigation,Other,,0,0,0,0,0,0,0,0.29,0,,0,0,1,0,0,1,0,10,730,New,Finance,14.64,1.25,38555,1,9,4,2,33,2,674.6,124153,Collar (Risk-Sharing),0,0,1,230952,86.3,0.01,0
IP,IP - PTAB,1,PTAB,MedTech,,0,0,0,0,0,2,6,0,0,,0,0,0,0,0,0,0,10,540,New,Tech,37.95,-1.3,41740,1,3,2,10,21,8,272.8,57151,Blended Rate,0,0,0,106865,83.1,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,197,0,0,0,0,0,2,197,New,Life Sciences,151.13,0.22,13432,6,3,11,2,12,2,35.8,9123,Success-Based,0,0,1,16552,84.8,0.284,0
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,1,3,1,0,0,0,0,,0,0,0,0,0,0,0,7.5,365,Existing - Non-Strategic,Finance,111.46,0.04,28111,2,2,8,10,3,4,20.1,4298,Fixed Fee per OA,0,0,0,9247,123.4,0.864,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,647,0,0,0,0,0,3,647,Existing - Non-Strategic,Life Sciences,21.55,1.85,25068,8,7,10,5,12,2,90.2,20233,Hourly,0,0,0,44758,119.1,0.119,0
IP,IP - Prosecution,1,Prosecution,Pharma,,0,0,1,7,1,0,0,0,0,,0,0,0,0,0,0,0,9.5,365,New,Other,12.69,-0.96,32409,10,1,4,7,40,4,10,2037,Volume-based Discount Model,0,0,0,3467,73,0.868,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,67,0,0,0,0,0,3,67,Existing - Strategic,Other,24.93,1.2,15774,7,6,11,0,3,8,92.6,20169,Fixed Fee,0,0,0,37550,89.3,0.136,0
IP,IP - Prosecution,1,Prosecution,AI,,0,0,1,8,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Non-Strategic,Tech,45.64,1.65,31881,5,7,8,10,22,4,63.2,12727,Fixed Fee per OA,0,0,0,23496,93.7,0.75,1
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,2,8,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Life Sciences,20.17,0.75,35024,3,9,7,5,25,3,428.2,86656,Blended Rate,0,0,0,157468,84.7,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Complex,16,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.4,60,Existing - Strategic,Life Sciences,135.91,-0.69,25644,7,6,10,6,11,1,38.5,8337,Fixed Fee per Application,0,0,0,13149,55.1,0.697,0
IP,IP - Prosecution,1,Prosecution,Pharma,,0,0,4,4,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Non-Strategic,Other,86.13,-0.92,28827,9,6,3,7,25,7,46.6,11045,Fixed Fee per OA,0,0,0,20754,83.8,0.692,0
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Simple,32,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.8,30,Existing - Strategic,Finance,38.54,1.42,14957,10,10,10,10,47,8,30.8,6208,Fixed Fee per Application,0,0,0,10140,67.4,0.855,0
IP,IP - FTO,1,FTO,Pharma,,0,0,0,0,0,0,0,0,26,Broad,0,0,0,0,0,0,0,9.26,30,Existing - Strategic,Energy,20.48,-1.46,21150,4,7,3,6,1,7,57.8,12991,Tiered FTO Pricing,0,0,0,18936,39.4,0.545,0
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.09,0,,0,0,0,0,1,0,1,10,730,New,Life Sciences,45.24,1.64,39679,9,1,2,10,25,5,388.5,105273,Blended Rate,0,0,0,207690,93.1,0.082,0
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Simple,10,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.25,30,New,Tech,27.15,-0.21,12331,7,3,7,3,20,5,42.1,8073,Tiered (Simple/Medium/Complex),0,0,0,11739,45.5,0.525,0
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Simple,33,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3.825,30,New,Tech,26.64,0.77,13119,2,5,11,3,23,8,46.3,13854,Tiered (Simple/Medium/Complex),0,0,0,26597,96.6,0.142,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,494,0,0,0,0,0,8,494,Existing - Non-Strategic,Energy,185.16,-1.97,29653,9,8,8,3,13,3,90.1,26144,Fixed Fee,0,0,0,38187,48.5,0.158,0
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.65,0,,0,0,1,1,1,1,1,10,730,Existing - Non-Strategic,Energy,35.56,1.73,37879,4,2,2,2,45,6,622.4,146268,Contingency + Base,0,0,1,294976,105.3,0.107,0
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.63,0,,0,0,0,1,1,1,0,9,730,New,Tech,41.93,-0.02,41601,7,3,4,5,12,4,274.4,66716,Collar (Risk-Sharing),0,0,1,101413,51.1,0.01,0
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,63,Narrow,0,0,0,0,0,0,0,5.63,30,New,Other,22.5,0.4,16591,2,2,7,8,48,2,50,13288,Ongoing Subscription,1,0,0,27539,102.1,0.081,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,141,0,0,0,0,0,2,141,Existing - Non-Strategic,Tech,46.26,-1.69,8333,1,10,10,7,26,5,96.9,19476,Fixed Fee,0,0,0,34050,84.5,0.01,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,2,9,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,New,Life Sciences,94.98,-0.44,33575,7,5,2,1,28,3,93.1,22354,Portfolio Subscription,1,0,0,38568,76.8,0.328,1
IP,IP - PTAB,1,PTAB,MedTech,,0,0,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,8.8,540,Existing - Strategic,Tech,70.43,-0.61,32142,2,7,5,10,31,9,432,80991,Fixed Fee – Petition Only,0,0,0,133974,62.7,0.05,0
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Complex,18,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.45,60,Existing - Strategic,Other,33.78,0.69,26424,6,5,11,1,31,10,32.8,5110,Hourly,0,0,0,8720,71.3,0.99,1
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,1,7,0,0,0,0,0,,0,0,0,0,0,0,0,8.5,365,New,Other,25.81,0.89,31548,6,9,4,1,28,4,46.1,8900,Hourly,0,0,0,17966,94.6,0.809,1
IP,IP - Patent Drafting,1,Patent Drafting,Pharma,Simple,19,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3.475,30,Existing - Strategic,Tech,37.39,1.38,13390,8,6,8,7,33,3,52,10159,Tiered (Simple/Medium/Complex),0,0,0,23261,129.6,0.128,0
IP,IP - PTAB,1,PTAB,AI,,0,0,0,0,0,1,2,0,0,,0,0,0,0,0,0,0,9.4,540,Existing - Non-Strategic,Other,9.54,-1.91,37416,10,8,1,10,42,8,296.8,71579,Blended Rate,0,0,0,90645,33.6,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Medium,18,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5.45,45,New,Life Sciences,72.33,-1.17,15870,10,1,6,5,25,6,73,14537,Fixed Fee per Application,0,0,0,30136,98.9,0.025,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,609,0,0,0,0,0,2,609,Existing - Non-Strategic,Manufacturing,62.59,0.66,20360,7,9,4,9,44,9,108,25202,Hourly,0,0,0,57002,120.6,0.118,0
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.38,0,,0,0,1,1,1,0,1,10,730,New,Manufacturing,6.59,-1.71,40275,1,2,4,1,19,9,664.3,169179,Contingency + Base,0,0,1,269629,61.8,0.01,0
IP,IP - Prosecution,1,Prosecution,Semiconductors,,0,0,2,8,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Non-Strategic,Life Sciences,23.73,-0.59,33011,9,4,9,6,21,8,78.8,17752,Hourly,0,0,0,25701,50.7,0.691,0
IP,IP - FTO,1,FTO,Biotech,,0,0,0,0,0,0,0,0,29,Moderate,0,0,0,0,0,0,0,7.29,30,Existing - Strategic,Manufacturing,10.15,-1.46,20007,8,1,9,8,13,3,79.6,15036,Risk-Based (Emerging),0,0,1,28376,90.7,0.109,0
IP,IP - PTAB,1,PTAB,MedTech,,0,0,0,0,0,2,4,0,0,,0,0,0,0,0,0,0,10,540,New,Finance,265.33,-0.53,36506,1,6,7,5,1,3,373.2,99856,Phase-Based,0,1,0,204792,109.8,0.01,0
IP,IP - FTO,1,FTO,Pharma,,0,0,0,0,0,0,0,0,30,Moderate,0,0,0,0,0,0,0,7.3,30,New,Life Sciences,22.12,0.91,17788,4,6,3,7,23,10,85.4,22354,Risk-Based (Emerging),0,0,1,48075,114.3,0.152,0
IP,IP - PTAB,1,PTAB,Semiconductors,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,8.2,540,Existing - Strategic,Energy,76.58,-1.46,32220,6,7,2,8,21,1,192.9,38612,Blended Rate,0,0,0,68092,80.3,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,300,0,0,0,0,0,6,300,Existing - Non-Strategic,Other,69.18,-1.52,25305,8,1,4,3,36,6,92.1,26895,Hourly,0,0,0,43222,62.5,0.051,1
IP,IP - Patent Drafting,1,Patent Drafting,Other,Medium,21,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.525,45,New,Life Sciences,58.68,1.54,18608,9,4,7,1,28,7,38.5,8900,Fixed Fee per Application,0,0,0,14951,66.4,0.76,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,128,0,0,0,0,0,8,128,Existing - Strategic,Tech,57.88,0.97,25587,9,4,6,9,14,9,96.1,26431,Hourly,0,0,0,56366,114.9,0.155,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,447,0,0,0,0,0,3,447,Existing - Strategic,Other,61.69,1.38,17248,9,5,8,10,47,2,120.3,24909,Success-Based,0,0,1,55745,119.8,0.01,0
IP,IP - Litigation,1,Litigation,MedTech,,0,0,0,0,0,0,0,0.66,0,,0,0,0,0,1,0,1,8,730,New,Manufacturing,20.09,-0.46,34180,10,2,9,6,7,3,563.7,136709,Success Bonus Structure,0,0,1,198754,44.9,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,AI,Simple,24,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.6,30,New,Life Sciences,17.23,0.73,18512,9,6,11,0,35,2,47,9059,Tiered (Simple/Medium/Complex),0,0,0,14955,64.9,0.617,1
IP,IP - Patent Drafting,1,Patent Drafting,AI,Medium,15,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.375,45,New,Tech,35.24,1.67,18854,5,7,9,7,16,8,38.5,9991,Fixed Fee per Application,0,0,0,20776,105.1,0.568,1
IP,IP - Litigation,1,Litigation,Other,,0,0,0,0,0,0,0,0.33,0,,0,0,1,1,1,1,1,10,730,Existing - Non-Strategic,Finance,58.21,0.59,38951,10,4,2,0,33,8,607.8,114663,Phase-Based Caps,0,1,0,199565,74.5,0.09,0
IP,IP - Patent Drafting,1,Patent Drafting,Other,Medium,20,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.5,45,Existing - Non-Strategic,Finance,10.49,1.72,18474,1,10,5,1,23,10,30.7,6163,Hourly,0,0,0,11449,81.6,0.944,1
IP,IP - Litigation,1,Litigation,MedTech,,0,0,0,0,0,0,0,0.57,0,,0,0,0,0,1,0,1,8,730,Existing - Non-Strategic,Finance,42.19,-0.56,34334,1,4,7,10,43,1,711.6,177175,Blended Rate,0,0,0,300715,76.5,0.01,0
IP,IP - Litigation,1,Litigation,Semiconductors,,0,0,0,0,0,0,0,0.19,0,,0,0,1,1,0,1,1,10,730,Existing - Non-Strategic,Other,15.32,-0.63,39336,5,5,5,3,33,2,601.4,150380,Collar (Risk-Sharing),0,0,1,271267,87,0.01,0
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,30,Moderate,0,0,0,0,0,0,0,7.3,30,Existing - Strategic,Finance,35.36,-0.96,23040,3,8,1,0,2,10,72.5,11005,Tiered FTO Pricing,0,0,0,15525,37.8,0.779,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,632,0,0,0,0,0,2,632,Existing - Strategic,Tech,27.95,0.66,22291,9,10,10,8,37,6,89.9,17863,Phase-Based,0,1,0,39599,120.6,0.142,0
IP,IP - FTO,1,FTO,Biotech,,0,0,0,0,0,0,0,0,19,Moderate,0,0,0,0,0,0,0,7.19,30,Existing - Non-Strategic,Finance,13.59,-0.92,20800,6,2,6,2,11,1,58.4,16405,Ongoing Subscription,1,0,0,31651,93,0.047,0
IP,IP - Prosecution,1,Prosecution,Other,,0,0,3,3,0,0,0,0,0,,0,0,0,0,0,0,0,8.5,365,Existing - Strategic,Energy,12.51,1.88,31689,5,1,5,3,8,8,69.6,17040,OA + Attorney Consult (Fixed),0,0,0,29804,75.7,0.698,1
IP,IP - Patent Drafting,1,Patent Drafting,Pharma,Medium,29,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5.725,45,Existing - Strategic,Manufacturing,18.36,-0.82,22608,3,9,8,1,35,8,58.1,12249,Fixed Fee per Application,0,0,0,18471,46.4,0.653,0
IP,IP - PTAB,1,PTAB,AI,,0,0,0,0,0,2,3,0,0,,0,0,0,0,0,0,0,10,540,New,Finance,30.35,0.22,36995,1,2,4,9,46,8,307,87347,Fixed Fee – Petition Only,0,0,0,155761,68.3,0.071,0
IP,IP - Prosecution,1,Prosecution,Other,,0,0,2,4,1,0,0,0,0,,0,0,0,0,0,0,0,9,365,New,Finance,19.85,0.76,30454,10,5,1,5,47,3,58.7,9215,Hourly,0,0,0,19250,107.4,0.749,1
IP,IP - Patent Drafting,1,Patent Drafting,AI,Simple,10,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.25,30,Existing - Strategic,Energy,37.48,0.66,12990,7,3,1,2,6,4,45.6,11341,Fixed Fee per Application,0,0,0,18500,70.7,0.232,1
IP,IP - Prosecution,1,Prosecution,Pharma,,0,0,5,4,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Strategic,Energy,31.43,-0.39,34756,3,7,7,5,47,9,90.5,25727,Fixed Fee per OA,0,0,0,40939,63.2,0.43,1
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,0,8,0,0,,0,0,0,0,0,0,0,9.6,540,Existing - Strategic,Life Sciences,151.93,-1.6,37024,7,1,7,7,39,10,303.8,87288,Phase-Based,0,1,0,159074,87.1,0.02,0
IP,IP - FTO,1,FTO,Semiconductors,,0,0,0,0,0,0,0,0,48,Moderate,0,0,0,0,0,0,0,7.48,30,Existing - Strategic,Tech,25.55,-1.83,21031,5,6,3,0,38,3,53.2,10901,Tiered FTO Pricing,0,0,0,16451,56.8,0.526,0
IP,IP - PTAB,1,PTAB,Semiconductors,,0,0,0,0,0,1,6,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Finance,242.33,-1.41,37072,10,1,3,7,31,2,347.5,87808,Phase-Based,0,1,0,173868,89.3,0.01,0
IP,IP - Prosecution,1,Prosecution,Other,,0,0,2,7,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,New,Energy,29.02,0.03,33589,3,9,8,5,31,1,52.1,12041,Fixed Fee per OA,0,0,0,21824,85.9,0.662,1
IP,IP - Prosecution,1,Prosecution,AI,,0,0,3,4,0,0,0,0,0,,0,0,0,0,0,0,0,9,365,Existing - Strategic,Life Sciences,57.61,-0.15,31784,6,8,8,4,0,10,77,18686,Hourly,0,0,0,29411,49.5,0.648,1
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Medium,24,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.6,45,Existing - Non-Strategic,Tech,11.11,-1.77,18017,7,7,2,2,26,3,53.1,9995,Hourly,0,0,0,19446,98.6,0.312,0
IP,IP - Prosecution,1,Prosecution,Pharma,,0,0,2,3,1,0,0,0,0,,0,0,0,0,0,0,0,8.5,365,Existing - Strategic,Finance,37.58,-1.98,26926,3,6,9,5,50,6,51.6,13056,Volume-based Discount Model,0,0,0,23424,74.9,0.517,1
IP,IP - Prosecution,1,Prosecution,AI,,0,0,3,3,1,0,0,0,0,,0,0,0,0,0,0,0,9.5,365,Existing - Non-Strategic,Energy,8.32,1.14,32321,6,5,5,5,34,6,73.3,20652,OA + Attorney Consult (Fixed),0,0,0,33848,64.7,0.542,1
IP,IP - FTO,1,FTO,Biotech,,0,0,0,0,0,0,0,0,33,Moderate,0,0,0,0,0,0,0,7.33,30,Existing - Non-Strategic,Energy,17.34,-1.01,18760,8,7,11,3,41,1,49.3,7573,Ongoing Subscription,1,0,0,11494,45,0.631,0
IP,IP - FTO,1,FTO,Biotech,,0,0,0,0,0,0,0,0,5,Narrow,0,0,0,0,0,0,0,5.05,30,New,Energy,25.75,-1.07,16155,1,6,9,10,31,5,111.7,24809,Risk-Based (Emerging),0,0,1,37780,60.3,0.01,0
IP,IP - FTO,1,FTO,Other,,0,0,0,0,0,0,0,0,23,Moderate,0,0,0,0,0,0,0,7.23,30,Existing - Strategic,Finance,16.88,1.79,21055,6,3,4,0,21,2,26.9,7547,Ongoing Subscription,1,0,0,13364,82.6,0.779,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,219,0,0,0,0,0,2,219,New,Life Sciences,100.9,-0.19,13695,6,5,5,4,43,7,38.3,10775,Hourly,0,0,0,21597,111.3,0.181,0
